ZaporednaStevilkaKD;MesecStoritve;UraStoritve;DanVTednu;PUStoritveKD;Povratnik;OpisKD;PoglavjeKD;GospodarskiKriminal;OrganiziranKriminal;MladoletniskaKriminaliteta;Poskus;KriminalisticnaOznacba1;KriminalisticnaOznacba2;KriminalisticnaOznacba3;UporabljenoSredstvo1;UporabljenoSredstvo2;UporabljenoSredstvo3;UporabljenoSredstvo4;UpravnaEnotaStoritve;OpisKraja;LetoZakljucnegaDokumenta;VrstaZakljucnegaDokumenta;ZaporednaStevilkaOsebeVKD;VrstaOsebe;StarostniRazred;Spol;Drzavljanstvo;Poskodba;VplivAlkohola;VplivMamil;OrganiziranaZdruzba;Skoda
009920;12.2017;00:00-00:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/192*/2// - ZANEMARJANJE MLADOLETNE OSEBE IN SUROVO RAVNANJE;KD ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE;SPLOŠNA; ; ;NE;FIZIÈNO NASILJE(SUROVO RAVNANJE) - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;POROÈILO;009920001;OVADENI OSUMLJENEC;34-44;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
010126;12.2017;08:00-08:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/192*/1// - ZANEMARJANJE MLADOLETNE OSEBE IN SUROVO RAVNANJE;KD ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE;SPLOŠNA; ; ;NE;VZGOJNO ZANEMARJANJE - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;POROÈILO;010126001;ŽRTEV;07-14;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
010185;01.2018;09:00-09:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;048-DENAR;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;OVADBA;010185001;ŽRTEV;54-64;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;1.000 - 10.000 EUR
010340;10.2017;16:00-16:59;NEDELJA;PU MURSKA SOBOTA;NE;KZ12/158*/2// - RAZŽALITEV;KD ZOPER ÈAST IN DOBRO IME;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;S TISKOM;;291-RAÈUNALNIŠKA OPREMA IN SREDSTVA;;;;GORNJA RADGONA;PROSTOR DRŽ. USTANOVE, ORGANA LOKALNE SKUP., POLIT. ALI INTERES. ORG.;2018;OVADBA;010340001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;BREZ
010444;11.2013;17:00-17:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/211*/1/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;KLASIÈNA - O;;;048-DENAR;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;OVADBA;010444001;OSTALO;24-34;ŽENSKI;SLOVENSKO;;NE;NE;NE;BREZ
010849;01.2018;00:00-00:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/314*/1// - POVZROÈITEV SPLOŠNE NEVARNOSTI;KD ZOPER SPLOŠNO VARNOST LJUDI IN PREMOŽENJA;SPLOŠNA; ; ;NE;OGROŽANJE VARNOSTI LJUDI - O;;;272-PREDMETI POLNJENI Z EKSPLOZIVNIMI SNOVMI;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;OVADBA;010849001;ŽRTEV;24-34;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
011063;01.2018;08:00-08:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/208*/1/S/ - ZATAJITEV;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;ZAUPANA STVAR - O;PREGON NA PREDLOG - O;;223-OSEBNI AVTOMOBIL;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;OVADBA;011063001;ŽRTEV;34-44;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;1.000 - 10.000 EUR
011611;01.2018;02:00-02:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/123*/1// - HUDA TELESNA POŠKODBA;KD ZOPER ŽIVLJENJE IN TELO;SPLOŠNA; ; ;NE;ZAÈASNA NEZMOŽNOST ZA VSAKRŠNO DELO - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;NARAVNA POVRŠINA;2018;OVADBA;011611001;ŽRTEV;44-54;MOŠKI;SLOVENSKO;HUDA TELESNA POŠKODBA;NN;NN;NE;BREZ
011626;01.2018;06:00-06:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/204*/2/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;066-ELEKTROTEHNIÈNI MATERIAL;;;;GORNJA RADGONA;ODPRT ALI ZAPRT SKLADIŠÈNI PROSTOR;2018;OVADBA;011626001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
011736;01.2018;12:00-12:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/192*/1// - ZANEMARJANJE MLADOLETNE OSEBE IN SUROVO RAVNANJE;KD ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE;SPLOŠNA; ; ;NE;VZGOJNO ZANEMARJANJE - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;OVADBA;011736001;OSTALO;24-34;ŽENSKI;SLOVENSKO;;NE;NE;NE;BREZ
012025;01.2018;08:00-08:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/205*/1/1 S/ - VELIKA TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;DA;Z VLOMOM- O;;;199-NI PREDMETA;;;;GORNJA RADGONA;KOMUNALNI PROSTOR;2018;OVADBA;012025001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
012038;01.2017;17:00-17:59;NEDELJA;PU MURSKA SOBOTA;NE;KZ12/211*/5/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;005-APARATI;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;OVADBA;012038001;ŽRTEV;34-44;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;DO 100 EUR
012098;01.2018;18:00-18:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/206*/1// - ROP;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;UPORABA SILE - O;;;048-DENAR;;;;GORNJA RADGONA;PRODAJNI PROSTOR;2018;OVADBA;012098001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;1.000 - 10.000 EUR
012164;01.2018;16:00-16:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/190*/1// - ODVZEM MLADOLETNE OSEBE;KD ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE;SPLOŠNA; ; ;NE;ONEMOGOÈANJE ODLOÈBE O DODELITVI - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;OVADBA;012164001;OSTALO;NAD 64;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
012348;01.2018;14:00-14:59;NEDELJA;PU MURSKA SOBOTA;NE;KZ12/191*/1// - NASILJE V DRUŽINI;KD ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE;SPLOŠNA; ; ;NE;BOLEÈE/PONIŽUJOÈE RAVNANJE - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;OVADBA;012348001;ŽRTEV;34-44;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
012590;01.2018;10:00-10:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;054-DOKUMENTI IN JAVNE LISTINE;048-DENAR;;;GORNJA RADGONA;PRODAJNI PROSTOR;2018;OVADBA;012590001;ŽRTEV;34-44;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
012872;12.2017;22:00-22:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;054-DOKUMENTI IN JAVNE LISTINE;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;OVADBA;012872001;OSTALO;24-34;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
013022;01.2018;10:00-10:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/220*/1// - POŠKODOVANJE TUJE STVARI;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;393-VOZILA;;;;GORNJA RADGONA;OBMOÈJE PROMETA;2018;OVADBA;013022001;ŽRTEV;44-54;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;1.000 - 10.000 EUR
013120;01.2018;15:00-15:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/211*/1/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;KLASIÈNA - O;;;048-DENAR;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;OVADBA;013120001;ŽRTEV;34-44;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
013346;01.2018;14:00-14:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/220*/1// - POŠKODOVANJE TUJE STVARI;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;431-DELI VOZILA;;;;GORNJA RADGONA;OBMOÈJE PROMETA;2018;OVADBA;013346001;ŽRTEV;34-44;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;1.000 - 10.000 EUR
013582;10.2017;15:00-15:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/307*/1// - NEDOVOLJENA PROIZVODNJA IN PROMET OROŽJA ALI EKSPLOZIVA;KD ZOPER JAVNI RED IN MIR;SPLOŠNA; ; ;NE;HRAMBA - O;;;389-VOJAŠKO OROŽJE;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;POROÈILO;;;;;;;;;;
013608;01.2018;06:00-06:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/204*/2/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;047-DELOVNI STROJI;;;;GORNJA RADGONA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2018;OVADBA;013608001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
014006;01.2018;14:00-14:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/211*/5/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;048-DENAR;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;OVADBA;014006001;ŽRTEV;34-44;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;DO 100 EUR
014114;01.2018;15:00-15:59;SREDA;PU MURSKA SOBOTA;NE;KZ15/135+/1// - GROŽNJA;KD ZOPER ÈLOVEKOVE PRAVICE IN SVOBOŠÈINE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;PROSTOR DRŽ. USTANOVE, ORGANA LOKALNE SKUP., POLIT. ALI INTERES. ORG.;2018;OVADBA;014114001;OVADENI OSUMLJENEC;44-54;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
014263;01.2018;07:00-07:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;182-NAFTA;;;;GORNJA RADGONA;OBMOÈJE PROMETA;2018;OVADBA;014263001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;TUJE;;NN;NN;NE;100 - 1.000 EUR
014350;01.2018;15:00-15:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ15/135+/2// - GROŽNJA;KD ZOPER ÈLOVEKOVE PRAVICE IN SVOBOŠÈINE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;267-PREDMETI IZ KOVINE;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;OVADBA;014350001;ŽRTEV;44-54;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
014401;01.2018;13:00-13:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/206*/1// - ROP;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;DA;UPORABA SILE - O;;;048-DENAR;;;;GORNJA RADGONA;OBMOÈJE PROMETA;2018;POROÈILO;014401001;ŽRTEV;07-14;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
014433;01.2018;22:00-22:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/191*/1// - NASILJE V DRUŽINI;KD ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE;SPLOŠNA; ; ;NE;GRDO RAVNANJE - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;OVADBA;014433001;OVADENI OSUMLJENEC;34-44;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
014583;01.2018;12:00-12:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/204*/2/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;270-PREDMETI IZ PLASTIKE;;;;GORNJA RADGONA;PRODAJNI PROSTOR;2018;OVADBA;014583001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
014823;01.2018;16:00-16:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/204*/2/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;085-GRADBENI MATERIAL;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;POROÈILO;014823001;OSTALO;54-64;ŽENSKI;SLOVENSKO;;NE;NE;NE;BREZ
015073;01.2018;17:00-17:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ15/135+/1// - GROŽNJA;KD ZOPER ÈLOVEKOVE PRAVICE IN SVOBOŠÈINE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;OVADBA;015073001;OVADENI OSUMLJENEC;54-64;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
015543;02.2018;04:00-04:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;182-NAFTA;;;;GORNJA RADGONA;OBMOÈJE PROMETA;2018;OVADBA;015543001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;TUJE;;NN;NN;NE;100 - 1.000 EUR
015775;02.2018;12:00-12:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/205*/1/1 S/ - VELIKA TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;Z VLOMOM- O;;;385-VODOINSTALACIJSKI MATERIAL;005-APARATI;248-POHIŠTVO;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;OVADBA;015775001;ŽRTEV;44-54;MOŠKI;TUJE;BREZ POŠKODBE;NN;NN;NE;10.000 - 100.000 EUR
015859;02.2018;12:00-12:59;NEDELJA;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;270-PREDMETI IZ PLASTIKE;;;;GORNJA RADGONA;OBMOÈJE PROMETA;2018;OVADBA;015859001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
016099;02.2018;12:00-12:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/204*/2/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;270-PREDMETI IZ PLASTIKE;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;OVADBA;016099001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;DO 100 EUR
016260;01.2018;00:00-00:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/143*/4// - ZLORABA OSEBNIH PODATKOV;KD ZOPER ÈLOVEKOVE PRAVICE IN SVOBOŠÈINE;GOSPODARSKA; ; ;NE;PREGON NA PREDLOG - O;POSREDOVANJE BREZ OSEBNE PRIVOLITVE - O;;291-RAÈUNALNIŠKA OPREMA IN SREDSTVA;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;POROÈILO;016260001;OVADENI OSUMLJENEC;34-44;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
016297;02.2018;17:00-17:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/208*/5/S/ - ZATAJITEV;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;048-DENAR;;;;GORNJA RADGONA;OBMOÈJE PROMETA;2018;POROÈILO;016297001;ŽRTEV;44-54;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
016411;02.2018;14:00-14:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/191*/1// - NASILJE V DRUŽINI;KD ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE;SPLOŠNA; ; ;NE;GROŽNJA Z NAPADOM NA ŽIVLJENJE/TELO - O;;;267-PREDMETI IZ KOVINE;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;OVADBA;016411001;OVADENI OSUMLJENEC;NAD 64;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
016434;01.2018;00:00-00:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/211*/5/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;356-TELEKOMUNIKACIJSKA SREDSTVA IN NAPRAVE;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;OVADBA;016434001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
016482;10.2017;00:00-00:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/209*/1// - PONEVERBA IN NEUPRAVIÈENA UPORABA TUJEGA PREMOŽENJA;KD ZOPER PREMOŽENJE;GOSPODARSKA; ; ;NE;PRI OPRAVLJANJU STORITEV - O;;;291-RAÈUNALNIŠKA OPREMA IN SREDSTVA;;;;GORNJA RADGONA;ODPRT ALI ZAPRT SKLADIŠÈNI PROSTOR;2018;OVADBA;016482001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;10.000 - 100.000 EUR
016631;02.2018;00:00-00:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;182-NAFTA;;;;GORNJA RADGONA;OBMOÈJE PROMETA;2018;OVADBA;016631001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;TUJE;;NN;NN;NE;1.000 - 10.000 EUR
016739;02.2018;12:00-12:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ;MLADOLETNIŠKA;NE;NI OZNAKE;;;048-DENAR;;;;GORNJA RADGONA;PROSTOR ZA ŠPORT, REKREACIJO, ZABAVO;2018;OVADBA;016739001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
016913;02.2018;17:00-17:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/205*/1/1 S/ - VELIKA TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;Z DRUGAÈNIM PREMAGOVANJEM OVIR - O;;;124-KMETIJSKO ORODJE STROJI;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;POROÈILO;016913001;ŽRTEV;34-44;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;1.000 - 10.000 EUR
016968;02.2018;08:00-08:59;NEDELJA;PU MURSKA SOBOTA;NE;KZ12/190*/1// - ODVZEM MLADOLETNE OSEBE;KD ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE;SPLOŠNA; ; ;NE;ONEMOGOÈANJE ODLOÈBE O DODELITVI - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;POROÈILO;016968001;ŽRTEV;34-44;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
016975;02.2018;15:00-15:59;SOBOTA;PU MURSKA SOBOTA;DA;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;248-POHIŠTVO;083-GOSPODINJSKI APARATI STROJI PREDMETI;385-VODOINSTALACIJSKI MATERIAL;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;OVADBA;016975001;OVADENI OSUMLJENEC;24-34;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
017181;02.2018;17:00-17:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/211*/5/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;066-ELEKTROTEHNIÈNI MATERIAL;;;;GORNJA RADGONA;OSTALO;2018;OVADBA;017181001;OSTALO;24-34;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
017206;02.2018;23:00-23:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/243*/1// - PONAREJANJE DENARJA;KD ZOPER GOSPODARSTVO;GOSPODARSKA; ; ;NE;SPRAVLJANJE V OBTOK, UPORABA - O;;;049-DENAR DOMAÈI;;;;GORNJA RADGONA;UPRAVNO-ADMINISTRATIVNI PROSTOR PODJETJA ALI DRUGE ORGANIZACIJE;2018;OVADBA;017206001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;DO 100 EUR
017514;02.2018;14:00-14:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/211*/5/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;048-DENAR;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;POROÈILO;017514001;ŽRTEV;54-64;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;DO 100 EUR
017812;11.2017;23:00-23:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/211*/1/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;KLASIÈNA - O;;;048-DENAR;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;OVADBA;017812001;OSTALO;34-44;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
017833;02.2018;14:00-14:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/211*/1/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;;PREGON NA PREDLOG - O;;048-DENAR;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;OVADBA;017833001;OVADENI OSUMLJENEC;34-44;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
017955;02.2018;11:00-11:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/205*/1/1 S/ - VELIKA TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;SKOZI OKNO;Z VLOMOM- O;;185-NAKIT;048-DENAR;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;OVADBA;017955001;ŽRTEV;44-54;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
018101;02.2018;03:00-03:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;017-BENCIN;;;;GORNJA RADGONA;OBMOÈJE PROMETA;2018;OVADBA;018101001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;TUJE;;NN;NN;NE;100 - 1.000 EUR
