ZaporednaStevilkaKD;MesecStoritve;UraStoritve;DanVTednu;PUStoritveKD;Povratnik;OpisKD;PoglavjeKD;GospodarskiKriminal;OrganiziranKriminal;MladoletniskaKriminaliteta;Poskus;KriminalisticnaOznacba1;KriminalisticnaOznacba2;KriminalisticnaOznacba3;UporabljenoSredstvo1;UporabljenoSredstvo2;UporabljenoSredstvo3;UporabljenoSredstvo4;UpravnaEnotaStoritve;OpisKraja;LetoZakljucnegaDokumenta;VrstaZakljucnegaDokumenta;ZaporednaStevilkaOsebeVKD;VrstaOsebe;StarostniRazred;Spol;Drzavljanstvo;Poskodba;VplivAlkohola;VplivMamil;OrganiziranaZdruzba;Skoda
006445;11.2017;10:00-10:59;NEDELJA;PU MURSKA SOBOTA;NE;KZ12/211*/5/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;055-DOMAÈE ŽIVALI;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;OVADBA;006445001;ŽRTEV;44-54;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
006583;02.2014;15:00-15:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/211*/2/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;ZAVAROVALNIŠKA - O;;;048-DENAR;;;;MURSKA SOBOTA;UPRAVNO-ADMINISTRATIVNI PROSTOR PODJETJA ALI DRUGE ORGANIZACIJE;2018;OVADBA;006583001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
006585;04.2015;15:00-15:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/211*/2/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;ZAVAROVALNIŠKA - O;;;048-DENAR;;;;MURSKA SOBOTA;UPRAVNO-ADMINISTRATIVNI PROSTOR PODJETJA ALI DRUGE ORGANIZACIJE;2018;OVADBA;006585001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
006618;02.2014;15:00-15:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/211*/2/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;ZAVAROVALNIŠKA - O;;;048-DENAR;;;;MURSKA SOBOTA;UPRAVNO-ADMINISTRATIVNI PROSTOR PODJETJA ALI DRUGE ORGANIZACIJE;2018;OVADBA;006618001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;BREZ
006624;04.2015;15:00-15:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/211*/2/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;ZAVAROVALNIŠKA - O;;;048-DENAR;;;;MURSKA SOBOTA;UPRAVNO-ADMINISTRATIVNI PROSTOR PODJETJA ALI DRUGE ORGANIZACIJE;2018;OVADBA;006624001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;BREZ
006680;10.2017;18:00-18:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/204*/2/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;182-NAFTA;;;;MURSKA SOBOTA;PRODAJNI PROSTOR;2018;OVADBA;006680001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;DO 100 EUR
006737;11.2013;00:00-00:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/226*/1/4/ - POVZROÈITEV STEÈAJA Z GOLJUFIJO ALI NEVESTNIM POSLOVANJEM;KD ZOPER GOSPODARSTVO;GOSPODARSKA; ; ;NE;GOLJUFIV NAÈIN - O;;;152-LISTINE;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;POROÈILO;006737001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;BREZ
006910;11.2017;09:00-09:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/296*/2// - NASILNIŠTVO;KD ZOPER JAVNI RED IN MIR;SPLOŠNA; ;MLADOLETNIŠKA;NE;POVZROÈITEV LAHKE TELESNE POŠKODBE - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROST. ZA VZGOJNOVAR. IN IZOBR. DEJ. Z NEPOS. OKOL.(DVORIŠÈE,ŠOL.IGR.);2018;OVADBA;006910001;ŽRTEV;16-18;MOŠKI;SLOVENSKO;LAHKA TELESNA POŠKODBA;NN;NN;NE;BREZ
006988;10.2017;05:00-05:59;PETEK;PU MURSKA SOBOTA;NE;KZ15/135+/1// - GROŽNJA;KD ZOPER ÈLOVEKOVE PRAVICE IN SVOBOŠÈINE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;OVADBA;006988001;OSTALO;34-44;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
006995;12.2017;15:00-15:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/251*/3/S/ - PONAREJANJE LISTIN;KD ZOPER PRAVNI PROMET;SPLOŠNA; ; ;NE;UPORABA PONAREJENE LISTINE - O;;;152-LISTINE;;;;MURSKA SOBOTA;OBMOÈJE PROMETA;2018;OVADBA;006995001;OSTALO;34-44;MOŠKI;TUJE;;NE;NE;NE;BREZ
007088;12.2017;15:00-15:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/235*/2// - PONAREDITEV ALI UNIÈENJE POSLOVNIH LISTIN;KD ZOPER GOSPODARSTVO;GOSPODARSKA; ; ;NE;UPORABA LISTINE Z LAŽNO VSEBINO - O;;;259-POSLOVNE LISTINE;;;;MURSKA SOBOTA;UPRAVNO-ADMINISTRATIVNI PROSTOR PODJETJA ALI DRUGE ORGANIZACIJE;2018;OVADBA;007088001;OVADENI OSUMLJENEC;24-34;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
007100;12.2017;13:00-13:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/243*/1// - PONAREJANJE DENARJA;KD ZOPER GOSPODARSTVO;GOSPODARSKA; ; ;NE;SPRAVLJANJE V OBTOK, UPORABA - O;;;049-DENAR DOMAÈI;;;;MURSKA SOBOTA;PRODAJNI PROSTOR;2018;OVADBA;007100001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;DO 100 EUR
007126;12.2017;00:00-00:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/258*/// - NEVESTNO DELO V SLUŽBI;KD ZOPER URADNO DOLŽNOST, JAVNA POOBLASTILA IN JAVNA SREDSTVA;GOSPODARSKA; ; ;NE;S KRŠITVIJO ZAKONOV/PREDPISOV - O;PREMOŽENJSKA ŠKODA - O;;291-RAÈUNALNIŠKA OPREMA IN SREDSTVA;;;;MURSKA SOBOTA;PROSTOR DRŽ. USTANOVE, ORGANA LOKALNE SKUP., POLIT. ALI INTERES. ORG.;2018;OVADBA;007126001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;BREZ
007127;12.2017;21:00-21:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/243*/1// - PONAREJANJE DENARJA;KD ZOPER GOSPODARSTVO;GOSPODARSKA; ; ;NE;IZDELAVA PONAREJENEGA DENARJA - O;SPRAVLJANJE V OBTOK, UPORABA - O;;049-DENAR DOMAÈI;;;;MURSKA SOBOTA;PRODAJNI PROSTOR;2018;POROÈILO;007127001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;DO 100 EUR
007177;12.2017;08:00-08:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/247*/2// - UPORABA PONAREJENEGA NEGOTOVINSKEGA PLAÈILNEGA SREDSTVA;KD ZOPER GOSPODARSTVO;GOSPODARSKA; ; ;DA;S PONAREJANJEM PLAÈILNE KARTICE - O;;;239-PLAÈILNE KARTICE;;;;MURSKA SOBOTA;PROSTOR ZA DENARNO-FINANÈNE STORITVE;2018;OVADBA;007177001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;BREZ
007185;11.2017;11:00-11:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/283*/1// - KRIVA OVADBA;KD ZOPER PRAVOSODJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR DRŽ. USTANOVE, ORGANA LOKALNE SKUP., POLIT. ALI INTERES. ORG.;2018;POROÈILO;007185001;OSTALO;34-44;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
007359;12.2017;23:00-23:59;TOREK;PU MURSKA SOBOTA;DA;KZ12/191*/1// - NASILJE V DRUŽINI;KD ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE;SPLOŠNA; ; ;NE;PRETEPANJE - O;GRDO RAVNANJE - O;GROŽNJA Z NAPADOM NA ŽIVLJENJE/TELO - O;199-NI PREDMETA;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;OVADBA;007359001;ŽRTEV;18-24;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
007389;12.2017;20:00-20:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/243*/1// - PONAREJANJE DENARJA;KD ZOPER GOSPODARSTVO;GOSPODARSKA; ; ;NE;IZDELAVA PONAREJENEGA DENARJA - O;SPRAVLJANJE V OBTOK, UPORABA - O;;049-DENAR DOMAÈI;;;;MURSKA SOBOTA;PRODAJNI PROSTOR;2018;OVADBA;007389001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;DO 100 EUR
007427;12.2017;04:00-04:59;NEDELJA;PU MURSKA SOBOTA;NE;KZ12/123*/1// - HUDA TELESNA POŠKODBA;KD ZOPER ŽIVLJENJE IN TELO;SPLOŠNA; ; ;NE;ZARADI SPORA, PREPIRA;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA ŠPORT, REKREACIJO, ZABAVO;2018;OVADBA;007427001;ŽRTEV;24-34;MOŠKI;SLOVENSKO;HUDA TELESNA POŠKODBA;NN;NN;NE;BREZ
007431;12.2017;18:00-18:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/204*/2/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;354-TEKSTILNI PROIZVODI;;;;MURSKA SOBOTA;PRODAJNI PROSTOR;2018;OVADBA;007431001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
007454;12.2017;08:00-08:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/192*/1// - ZANEMARJANJE MLADOLETNE OSEBE IN SUROVO RAVNANJE;KD ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE;SPLOŠNA; ; ;NE;VZGOJNO ZANEMARJANJE - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;POROÈILO;007454001;OSTALO;34-44;ŽENSKI;SLOVENSKO;;NE;NE;NE;BREZ
007488;12.2017;12:00-12:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/191*/1// - NASILJE V DRUŽINI;KD ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE;SPLOŠNA; ; ;NE;GRDO RAVNANJE - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;OVADBA;007488001;OSTALO;34-44;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
007497;12.2017;17:00-17:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/191*/1// - NASILJE V DRUŽINI;KD ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE;SPLOŠNA; ; ;NE;PRETEPANJE - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;OVADBA;007497001;OSTALO;NAD 64;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
007550;12.2017;23:00-23:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/211*/1/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;KLASIÈNA - O;;;048-DENAR;;;;MURSKA SOBOTA;PRODAJNI PROSTOR;2018;OVADBA;007550001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
007586;12.2017;12:00-12:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;370-USNJENI IZDELKI;;;;MURSKA SOBOTA;PRODAJNI PROSTOR;2018;OVADBA;007586001;ŽRTEV;NAD 64;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
007618;11.2017;19:00-19:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/243*/1// - PONAREJANJE DENARJA;KD ZOPER GOSPODARSTVO;GOSPODARSKA; ; ;NE;SPRAVLJANJE V OBTOK, UPORABA - O;;;049-DENAR DOMAÈI;;;;MURSKA SOBOTA;PRODAJNI PROSTOR;2018;OVADBA;007618001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;DO 100 EUR
007636;12.2017;19:00-19:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/243*/1// - PONAREJANJE DENARJA;KD ZOPER GOSPODARSTVO;GOSPODARSKA; ; ;NE;SPRAVLJANJE V OBTOK, UPORABA - O;;;049-DENAR DOMAÈI;;;;MURSKA SOBOTA;PRODAJNI PROSTOR;2018;OVADBA;007636001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;DO 100 EUR
007664;12.2017;19:00-19:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/243*/1// - PONAREJANJE DENARJA;KD ZOPER GOSPODARSTVO;GOSPODARSKA; ; ;NE;SKENIRANJE, RAÈUNALNIŠKA OBDELAVA;SPRAVLJANJE V OBTOK, UPORABA - O;IZDELAVA PONAREJENEGA DENARJA - O;049-DENAR DOMAÈI;;;;MURSKA SOBOTA;PROSTOR ZA DENARNO-FINANÈNE STORITVE;2018;OVADBA;007664001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;DO 100 EUR
007680;12.2017;03:00-03:59;NEDELJA;PU MURSKA SOBOTA;NE;KZ12/206*/1// - ROP;KD ZOPER PREMOŽENJE;SPLOŠNA; ;MLADOLETNIŠKA;NE;GROŽNJA Z UPORABO SILE ZOPER TELO - O;UPORABA SILE - O;;091-HLADNO OROŽJE;048-DENAR;;;MURSKA SOBOTA;OBMOÈJE PROMETA;2018;OVADBA;007680001;OVADENI OSUMLJENEC;16-18;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
007693;12.2017;03:00-03:59;NEDELJA;PU MURSKA SOBOTA;DA;KZ12/123*/1// - HUDA TELESNA POŠKODBA;KD ZOPER ŽIVLJENJE IN TELO;SPLOŠNA; ;MLADOLETNIŠKA;NE;POTENCIALNA NEVARNOST ZA ŽIVLJENJE - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;OBMOÈJE PROMETA;2018;OVADBA;007693001;OVADENI OSUMLJENEC;16-18;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
007801;12.2017;08:00-08:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/211*/1/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NEPLAÈILO(BLAGA, STORITVE, DOLGA...) - O;;;048-DENAR;;;;MURSKA SOBOTA;PROSTOR DRUGIH USTANOV;2018;POROÈILO;007801001;ŽRTEV;34-44;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;1.000 - 10.000 EUR
007809;12.2017;08:00-08:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/211*/1/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NEPLAÈILO(BLAGA, STORITVE, DOLGA...) - O;;;048-DENAR;;;;MURSKA SOBOTA;PROSTOR DRUGIH USTANOV;2018;OVADBA;007809001;OSTALO;34-44;ŽENSKI;SLOVENSKO;;NE;NE;NE;BREZ
007824;10.2017;19:00-19:59;NEDELJA;PU MURSKA SOBOTA;NE;KZ12/211*/5/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;KLASIÈNA - O;PREGON NA PREDLOG - O;;048-DENAR;;;;MURSKA SOBOTA;POSEBEJ (ZA)VAROVANO OBMOÈJE;2018;OVADBA;007824001;ŽRTEV;44-54;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;DO 100 EUR
007844;12.2017;08:00-08:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/192*/1// - ZANEMARJANJE MLADOLETNE OSEBE IN SUROVO RAVNANJE;KD ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE;SPLOŠNA; ; ;NE;FIZIÈNO NASILJE(SUROVO RAVNANJE) - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;POROÈILO;007844001;OSTALO;24-34;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
007969;12.2017;08:00-08:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/186*/2// - NEUPRAVIÈENA PROIZVODNJA IN PROMET S PREPOVEDANIMI DROGAMI, NEDOVOLJENIMI SNOVMI V ŠPORTU IN PREDHOD;KD ZOPER ÈLOVEKOVO ZDRAVJE;SPLOŠNA; ; ;NE;PRODAJA - O;;;437-KONOPLJA RASTLINA (MARIHUANA);;;;MURSKA SOBOTA;PROST. ZA VZGOJNOVAR. IN IZOBR. DEJ. Z NEPOS. OKOL.(DVORIŠÈE,ŠOL.IGR.);2018;OVADBA;007969001;OVADENI OSUMLJENEC;18-24;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
007996;12.2017;13:00-13:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/191*/1// - NASILJE V DRUŽINI;KD ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE;SPLOŠNA; ; ;NE;GROŽNJA Z NAPADOM NA ŽIVLJENJE/TELO - O;GRDO RAVNANJE - O;PRETEPANJE - O;199-NI PREDMETA;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;OVADBA;007996001;OVADENI OSUMLJENEC;24-34;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
008068;12.2017;20:00-20:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/243*/1// - PONAREJANJE DENARJA;KD ZOPER GOSPODARSTVO;GOSPODARSKA; ; ;NE;;SPRAVLJANJE V OBTOK, UPORABA - O;;049-DENAR DOMAÈI;;;;MURSKA SOBOTA;PRODAJNI PROSTOR;2018;OVADBA;008068001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;DO 100 EUR
008156;12.2017;14:00-14:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/326*/1// - OGROŽANJE JAVNEGA PROMETA Z NEVARNIM DEJANJEM ALI SREDSTVOM;KD ZOPER VARNOST JAVNEGA PROMETA;SPLOŠNA; ; ;NE;POVZROÈENA NEVARNOST ZA ŽIVLJENJE - O;POVZROÈENA NEVARNOST ZA PREMOŽENJE - O;POSTAVLJANJE OVIR - O;199-NI PREDMETA;;;;MURSKA SOBOTA;OBMOÈJE PROMETA;2018;OVADBA;008156001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
008183;12.2017;04:00-04:59;NEDELJA;PU MURSKA SOBOTA;NE;KZ12/296*/2// - NASILNIŠTVO;KD ZOPER JAVNI RED IN MIR;SPLOŠNA; ; ;NE;Z NASILJEM - O;POVZROÈITEV LAHKE TELESNE POŠKODBE - O;;199-NI PREDMETA;;;;MURSKA SOBOTA;OBMOÈJE PROMETA;2018;OVADBA;008183001;ŽRTEV;24-34;MOŠKI;SLOVENSKO;LAHKA TELESNA POŠKODBA;NN;NN;NE;BREZ
008202;12.2017;11:00-11:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/186*/1// - NEUPRAVIÈENA PROIZVODNJA IN PROMET S PREPOVEDANIMI DROGAMI, NEDOVOLJENIMI SNOVMI V ŠPORTU IN PREDHOD;KD ZOPER ÈLOVEKOVO ZDRAVJE;SPLOŠNA; ; ;NE;PRODAJA - O;;;437-KONOPLJA RASTLINA (MARIHUANA);;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;OVADBA;008202001;OSTALO;24-34;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
008234;12.2017;11:00-11:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/204*/2/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ;MLADOLETNIŠKA;NE;PREGON NA PREDLOG - O;;;356-TELEKOMUNIKACIJSKA SREDSTVA IN NAPRAVE;;;;MURSKA SOBOTA;PRODAJNI PROSTOR;2018;OVADBA;008234001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;DO 100 EUR
008288;02.2016;00:00-00:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ17/240,/1// - ZLORABA POLOŽAJA ALI ZAUPANJA PRI GOSPODARSKI DEJAVNOSTI;KD ZOPER GOSPODARSTVO;GOSPODARSKA; ; ;NE;PRI DRUGEM FINANÈNEM POSLOVANJU - O;;;048-DENAR;;;;MURSKA SOBOTA;UPRAVNO-ADMINISTRATIVNI PROSTOR PODJETJA ALI DRUGE ORGANIZACIJE;2018;OVADBA;008288001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;1.000 - 10.000 EUR
008292;12.2017;20:00-20:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/211*/1/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;KLASIÈNA - O;;;048-DENAR;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;OVADBA;008292001;ŽRTEV;44-54;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
008317;12.2017;17:00-17:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;085-GRADBENI MATERIAL;;;;MURSKA SOBOTA;ODPRT ALI ZAPRT SKLADIŠÈNI PROSTOR;2018;OVADBA;008317001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;1.000 - 10.000 EUR
008461;12.2017;15:00-15:59;NEDELJA;PU MURSKA SOBOTA;NE;KZ12/205*/1/1 S/ - VELIKA TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;Z DRUGAÈNIM PREMAGOVANJEM OVIR - O;;;048-DENAR;139-KREDITNE KARTICE;;;MURSKA SOBOTA;OBMOÈJE PROMETA;2018;OVADBA;008461001;ŽRTEV;NAD 64;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;1.000 - 10.000 EUR
008473;12.2017;07:00-07:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;TATVINA OSEBNEGA VOZILA;;;223-OSEBNI AVTOMOBIL;;;;MURSKA SOBOTA;OBMOÈJE PROMETA;2018;OVADBA;008473001;ŽRTEV;34-44;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;10.000 - 100.000 EUR
008492;12.2017;23:00-23:59;TOREK;PU MURSKA SOBOTA;NE;KZ17/243,/1// - PONAREJANJE DENARJA;KD ZOPER GOSPODARSTVO;GOSPODARSKA; ; ;NE;SPRAVLJANJE V OBTOK, UPORABA - O;;;049-DENAR DOMAÈI;;;;MURSKA SOBOTA;PROSTOR ZA DENARNO-FINANÈNE STORITVE;2018;OVADBA;008492001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;DO 100 EUR
008522;12.2017;00:00-00:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/227*/1// - OŠKODOVANJE UPNIKOV;KD ZOPER GOSPODARSTVO;GOSPODARSKA; ; ;NE;V ŠKODO ZASEBNEGA SEKTORJA - O;;;152-LISTINE;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2018;POROÈILO;008522001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;10.000 - 100.000 EUR
008576;12.2017;17:00-17:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/326*/1// - OGROŽANJE JAVNEGA PROMETA Z NEVARNIM DEJANJEM ALI SREDSTVOM;KD ZOPER VARNOST JAVNEGA PROMETA;SPLOŠNA; ; ;NE;POSTAVLJANJE OVIR - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;OBMOÈJE PROMETA;2018;OVADBA;008576001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;BREZ
008643;11.2017;15:00-15:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/228*/1// - POSLOVNA GOLJUFIJA;KD ZOPER GOSPODARSTVO;GOSPODARSKA; ; ;NE;Z DELNO NEIZPOLNITVIJO OBVEZNOSTI;;;048-DENAR;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2018;OVADBA;008643001;OVADENI OSUMLJENEC;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;BREZ
